Angelina,F,3136,2010
Naomi,F,3124,2010
Valeria,F,3115,2010
Mariah,F,3103,2010
Natalia,F,3043,2010
Rachel,F,3014,2010
Paige,F,3008,2010
Mya,F,2996,2010
Rylee,F,2979,2010
Katelyn,F,2953,2010
Ellie,F,2908,2010
Isabelle,F,2896,2010
Lilly,F,2883,2010
Vanessa,F,2881,2010
London,F,2870,2010
Mary,F,2863,2010
Lydia,F,2830,2010
Kennedy,F,2828,2010
Jordyn,F,2804,2010
Ruby,F,2792,2010
Jade,F,2721,2010
Scarlett,F,2716,2010
Isabel,F,2655,2010
Annabelle,F,2639,2010
Sadie,F,2632,2010
Harper,F,2631,2010
Sara,F,2630,2010
Jennifer,F,2619,2010
Violet,F,2564,2010
Nicole,F,2563,2010
Liliana,F,2514,2010
Michelle,F,2504,2010
Stephanie,F,2487,2010
Reagan,F,2477,2010
Jada,F,2472,2010
Adriana,F,2463,2010
Gracie,F,2427,2010
Megan,F,2402,2010
Jayla,F,2374,2010
Kendall,F,2338,2010
Lyla,F,2288,2010
Rebecca,F,2286,2010
Amy,F,2280,2010
Reese,F,2263,2010
Izabella,F,2250,2010
Kylee,F,2248,2010
Laila,F,2247,2010
Jenna,F,2222,2010
Brooklynn,F,2184,2010
Aliyah,F,2157,2010
Piper,F,2141,2010
Mckenzie,F,2129,2010
Juliana,F,2127,2010
Giselle,F,2088,2010
Gabriela,F,2080,2010
Valerie,F,2064,2010
Daniela,F,2037,2010
Daisy,F,2017,2010
Valentina,F,2000,2010
Makenzie,F,1994,2010
Haley,F,1981,2010
Lila,F,1969,2010
Melissa,F,1948,2010
Ashlyn,F,1947,2010
Vivian,F,1942,2010
Nora,F,1936,2010
Angela,F,1913,2010
Katie,F,1898,2010
Hayden,F,1891,2010
Elena,F,1882,2010
Summer,F,1882,2010
Keira,F,1859,2010
Eleanor,F,1850,2010
Clara,F,1838,2010
Eliana,F,1832,2010
Alana,F,1817,2010
Jillian,F,1817,2010
Jacqueline,F,1806,2010
Alice,F,1778,2010
Adrianna,F,1775,2010
Miranda,F,1772,2010
Alivia,F,1764,2010
Julianna,F,1747,2010
Aniyah,F,1737,2010
Jordan,F,1725,2010
Eden,F,1724,2010
Mikayla,F,1720,2010
Skylar,F,1717,2010
Margaret,F,1698,2010
Briana,F,1688,2010
Josephine,F,1676,2010
Ryleigh,F,1676,2010
Shelby,F,1675,2010
Delilah,F,1667,2010
Amanda,F,1655,2010
Allie,F,1634,2010
Diana,F,1621,2010
Addyson,F,1617,2010
Brielle,F,1617,2010
Catherine,F,1610,2010
Angel,F,1606,2010
Danielle,F,1601,2010
Elise,F,1586,2010
Ana,F,1572,2010
Melody,F,1570,2010
Leslie,F,1564,2010
Penelope,F,1547,2010
Makenna,F,1541,2010
Marissa,F,1530,2010
Aurora,F,1526,2010
Alexandria,F,1512,2010
Leila,F,1508,2010
Alaina,F,1497,2010
Kendra,F,1496,2010
Kate,F,1490,2010
Delaney,F,1485,2010
Sienna,F,1478,2010
Lola,F,1473,2010
Jayden,F,1462,2010
Ariel,F,1453,2010
Sierra,F,1447,2010
Erin,F,1440,2010
Miley,F,1440,2010
Carly,F,1439,2010
Hadley,F,1439,2010
Sabrina,F,1431,2010
Alicia,F,1428,2010
Tessa,F,1423,2010
Chelsea,F,1416,2010
Amber,F,1411,2010
Aubree,F,1409,2010
Maggie,F,1406,2010
Amaya,F,1394,2010
Cadence,F,1381,2010
Mckenna,F,1378,2010
Cheyenne,F,1366,2010
Kathryn,F,1365,2010
Maci,F,1353,2010
Kinley,F,1351,2010
Kelsey,F,1348,2010
Marley,F,1343,2010
Alayna,F,1333,2010
Jayda,F,1326,2010
Paisley,F,1324,2010
Ashlynn,F,1323,2010
Callie,F,1319,2010
Lexi,F,1311,2010
Hope,F,1309,2010
Eliza,F,1308,2010
Teagan,F,1303,2010
Alexia,F,1294,2010
Kayleigh,F,1294,2010
Harmony,F,1291,2010
Cassidy,F,1286,2010
Karen,F,1286,2010
Nadia,F,1286,2010
Christina,F,1285,2010
Jazmin,F,1282,2010
Kyla,F,1281,2010
Breanna,F,1280,2010
Alondra,F,1279,2010
Quinn,F,1277,2010
Adalyn,F,1267,2010
Kaydence,F,1266,2010
Fiona,F,1263,2010
Allyson,F,1259,2010
Esther,F,1253,2010
Mariana,F,1251,2010
Josie,F,1250,2010
Haylee,F,1246,2010
Hazel,F,1239,2010
Lucia,F,1238,2010
Alina,F,1236,2010
Danna,F,1226,2010
Leilani,F,1224,2010
Alison,F,1216,2010
Camille,F,1216,2010
Fatima,F,1213,2010
Jazmine,F,1210,2010
Ximena,F,1209,2010
Laura,F,1207,2010
Cora,F,1204,2010
Presley,F,1203,2010
Cecilia,F,1199,2010
Genevieve,F,1196,2010
Alejandra,F,1188,2010
Bianca,F,1177,2010
Mallory,F,1173,2010
Camryn,F,1171,2010
Esmeralda,F,1165,2010
Abby,F,1147,2010
Juliet,F,1142,2010
Dakota,F,1141,2010
Brynn,F,1140,2010
Maddison,F,1119,2010
Londyn,F,1117,2010
Willow,F,1117,2010
Kara,F,1113,2010
Macy,F,1113,2010
Karina,F,1109,2010
Kyleigh,F,1107,2010
Veronica,F,1106,2010
Daniella,F,1101,2010
Isla,F,1098,2010
Norah,F,1091,2010
Ivy,F,1087,2010
Miriam,F,1076,2010
Malia,F,1073,2010
Caitlyn,F,1070,2010
Heidi,F,1069,2010
Kamryn,F,1067,2010
Joanna,F,1064,2010
Kelly,F,1058,2010
Kinsley,F,1045,2010
Phoebe,F,1038,2010
Kira,F,1036,2010
Annabella,F,1029,2010
Tiffany,F,1026,2010
Katelynn,F,1025,2010
Emery,F,1023,2010
Carmen,F,1013,2010
Emerson,F,1009,2010
Iris,F,1008,2010
Crystal,F,1002,2010
Nina,F,1001,2010
Emely,F,998,2010
Rylie,F,994,2010
Madeleine,F,993,2010
Adeline,F,990,2010
Georgia,F,989,2010
Heaven,F,989,2010
Karla,F,988,2010
Paris,F,983,2010
Kiara,F,982,2010
Selena,F,981,2010
Cassandra,F,979,2010
Guadalupe,F,975,2010
Evangeline,F,966,2010
Tatum,F,965,2010
Tiana,F,964,2010
Lilah,F,963,2010
Madilyn,F,963,2010
Rose,F,957,2010
Aniya,F,955,2010
Madisyn,F,949,2010
Kaelyn,F,945,2010
Caitlin,F,943,2010
Sasha,F,943,2010
Luna,F,940,2010
Audrina,F,938,2010
Fernanda,F,936,2010
Angelica,F,931,2010
Ruth,F,928,2010
Jasmin,F,926,2010
Kyra,F,926,2010
Emilia,F,925,2010
Lilliana,F,923,2010
Ayla,F,913,2010
Janiyah,F,912,2010
Aria,F,903,2010
Courtney,F,899,2010
Ainsley,F,898,2010
Lia,F,892,2010
Yaretzi,F,891,2010
Maliyah,F,889,2010
Raegan,F,889,2010
Monica,F,886,2010
Tatiana,F,886,2010
Madalyn,F,882,2010
Mila,F,881,2010
Athena,F,880,2010
Noelle,F,875,2010
Anastasia,F,873,2010
Julissa,F,868,2010
Jaelyn,F,865,2010
Bethany,F,861,2010
Juliette,F,861,2010
Imani,F,860,2010
Kenzie,F,856,2010
Macie,F,851,2010
Savanna,F,844,2010
Jamie,F,841,2010
Giuliana,F,840,2010
Kiley,F,840,2010
April,F,836,2010
Adelyn,F,835,2010
Lena,F,835,2010
Joselyn,F,834,2010
Cynthia,F,833,2010
Jane,F,833,2010
Kailey,F,833,2010
Arabella,F,832,2010
Alessandra,F,830,2010
Carolina,F,821,2010
Nayeli,F,821,2010
Julie,F,820,2010
Gia,F,814,2010
Michaela,F,813,2010
Kaylie,F,812,2010
Annie,F,810,2010
Elaina,F,810,2010
Janelle,F,810,2010
Amiyah,F,805,2010
Kaylin,F,805,2010
Madelynn,F,805,2010
Lyric,F,803,2010
Addisyn,F,801,2010
Baylee,F,801,2010
Lindsey,F,800,2010
Jimena,F,796,2010
Rebekah,F,792,2010
Nyla,F,791,2010
Anya,F,788,2010
Jazlyn,F,784,2010
Finley,F,780,2010
Holly,F,772,2010
Dulce,F,768,2010
Melany,F,768,2010
Talia,F,766,2010
Itzel,F,764,2010
Scarlet,F,761,2010
Kiera,F,758,2010
Cali,F,756,2010
Cameron,F,756,2010
Angie,F,753,2010
Journey,F,750,2010
Elle,F,749,2010
Elliana,F,748,2010
Estrella,F,745,2010
Erica,F,743,2010
Sarai,F,741,2010
Danica,F,736,2010
Brenda,F,732,2010
Vivienne,F,729,2010
Brittany,F,728,2010
Erika,F,725,2010
Hayley,F,723,2010
Mikaela,F,717,2010
Harley,F,716,2010
Kamila,F,716,2010
Adelaide,F,711,2010
Brylee,F,705,2010
Aubrie,F,703,2010
Helen,F,703,2010
Lacey,F,701,2010
Ciara,F,698,2010
Kadence,F,697,2010
Nataly,F,697,2010
Johanna,F,696,2010
Kailyn,F,696,2010
Madyson,F,694,2010
Shayla,F,693,2010
Adalynn,F,691,2010
Bridget,F,687,2010
Janiya,F,685,2010
Serena,F,684,2010
Gemma,F,682,2010
Lillie,F,682,2010
Lilian,F,681,2010
Paola,F,680,2010
Aleah,F,677,2010
Jayleen,F,677,2010
Celeste,F,674,2010
Natasha,F,673,2010
Braelyn,F,672,2010
Tenley,F,672,2010
Charlie,F,670,2010
Kassidy,F,669,2010
Amari,F,661,2010
Dana,F,654,2010
Brisa,F,653,2010
Parker,F,652,2010
Annika,F,649,2010
Aileen,F,645,2010
Lexie,F,645,2010
Brenna,F,643,2010
Nia,F,643,2010
Sage,F,641,2010
Desiree,F,639,2010
Skyler,F,638,2010
Emilee,F,637,2010
Jaliyah,F,635,2010
Anabelle,F,632,2010
Lucille,F,631,2010
Anahi,F,628,2010
Lana,F,627,2010
Kayden,F,626,2010
Anaya,F,625,2010
Joy,F,625,2010
Lilyana,F,625,2010
Dayana,F,624,2010
Viviana,F,622,2010
Logan,F,620,2010
Denise,F,619,2010
Priscilla,F,619,2010
Daphne,F,618,2010
Kennedi,F,617,2010
Zariah,F,615,2010
Skye,F,613,2010
Rowan,F,608,2010
Francesca,F,605,2010
Elisa,F,602,2010
Amira,F,601,2010
Kimora,F,601,2010
Jaylynn,F,599,2010
Kenley,F,596,2010
Lizbeth,F,594,2010
Jaelynn,F,592,2010
Lauryn,F,592,2010
Liberty,F,592,2010
Melina,F,591,2010
Myla,F,591,2010
Abbigail,F,590,2010
Arielle,F,590,2010
Camilla,F,590,2010
Gloria,F,588,2010
Alyson,F,587,2010
Brynlee,F,586,2010
Alissa,F,583,2010
Claudia,F,583,2010
Marlee,F,580,2010
Sandra,F,579,2010
Danika,F,578,2010
Hanna,F,578,2010
Nancy,F,573,2010
Alanna,F,572,2010
Miracle,F,571,2010
Hailee,F,570,2010
Caylee,F,569,2010
Jaycee,F,569,2010
Gracelyn,F,564,2010
Annalise,F,554,2010
Liana,F,554,2010
Yareli,F,553,2010
Cindy,F,552,2010
Eloise,F,552,2010
Marisol,F,551,2010
Asia,F,550,2010
Helena,F,550,2010
Bailee,F,549,2010
Justice,F,548,2010
Lorelei,F,547,2010
Maeve,F,546,2010
Kali,F,544,2010
Aiyana,F,542,2010
Jaida,F,542,2010
Anika,F,541,2010
Natalee,F,541,2010
Olive,F,541,2010
Whitney,F,541,2010
Laney,F,540,2010
Kassandra,F,538,2010
Ada,F,536,2010
Kaia,F,536,2010
Marilyn,F,534,2010
Aryanna,F,533,2010
Clarissa,F,530,2010
Farrah,F,530,2010
Halle,F,529,2010
Amani,F,527,2010
Janessa,F,526,2010
Sylvia,F,525,2010
Charlee,F,524,2010
Mckinley,F,524,2010
Skyla,F,522,2010
Aleena,F,518,2010
Madilynn,F,517,2010
Bristol,F,516,2010
Gwendolyn,F,516,2010
Marie,F,516,2010
Meghan,F,516,2010
Tori,F,516,2010
Rosa,F,514,2010
Shaniya,F,514,2010
Giana,F,513,2010
Lea,F,513,2010
Isabela,F,511,2010
Kaliyah,F,511,2010
Averie,F,509,2010
Hallie,F,509,2010
Kaylynn,F,509,2010
Aylin,F,508,2010
Dylan,F,508,2010
Kristen,F,508,2010
Zoie,F,508,2010
Madalynn,F,506,2010
Saniyah,F,506,2010
Lesly,F,505,2010
Yasmin,F,502,2010
Kaleigh,F,501,2010
Kiana,F,501,2010
Regina,F,500,2010
Rihanna,F,500,2010
Kristina,F,499,2010
Wendy,F,498,2010
Anabella,F,497,2010
Sloane,F,497,2010
Elisabeth,F,496,2010
Rosalie,F,496,2010
Eve,F,495,2010
June,F,495,2010
Amya,F,494,2010
Kathleen,F,494,2010
Lindsay,F,491,2010
Saniya,F,489,2010
Virginia,F,488,2010
Aspen,F,487,2010
Elsa,F,487,2010
Meredith,F,486,2010
Raven,F,486,2010
Samara,F,486,2010
Nylah,F,485,2010
Perla,F,485,2010
Raquel,F,485,2010
Siena,F,485,2010
Anne,F,484,2010
Casey,F,484,2010
Ayanna,F,483,2010
Mckayla,F,483,2010
Jaylee,F,481,2010
Jaylin,F,479,2010
Patricia,F,479,2010
Shiloh,F,479,2010
Linda,F,477,2010
Maia,F,475,2010
Mariam,F,475,2010
Aimee,F,474,2010
Lainey,F,474,2010
Maleah,F,472,2010
Nathalie,F,472,2010
Sherlyn,F,472,2010
Isis,F,471,2010
Angelique,F,469,2010
Jazlynn,F,469,2010
Raelynn,F,468,2010
Annabel,F,467,2010
Paityn,F,466,2010
Marina,F,463,2010
Myah,F,463,2010
Ryan,F,463,2010
Tabitha,F,463,2010
Ansley,F,461,2010
Bryanna,F,461,2010
Diamond,F,461,2010
Elyse,F,461,2010
Adelynn,F,460,2010
Cara,F,460,2010
Jadyn,F,460,2010
Joslyn,F,460,2010
Selah,F,460,2010
Haleigh,F,459,2010
Kourtney,F,459,2010
Elsie,F,458,2010
Dahlia,F,451,2010
Lailah,F,451,2010
Leighton,F,451,2010
Aliya,F,450,2010
Haven,F,450,2010
Jaylene,F,449,2010
Amara,F,447,2010
Briley,F,447,2010
Sariah,F,447,2010
Arely,F,446,2010
Jaylah,F,446,2010
Karlee,F,445,2010
Taryn,F,444,2010
Brinley,F,443,2010
America,F,442,2010
Amiya,F,440,2010
Kaitlin,F,440,2010
Kailee,F,439,2010
Milan,F,435,2010
Phoenix,F,434,2010
Lilianna,F,433,2010
Mercedes,F,433,2010
Greta,F,431,2010
Sidney,F,431,2010
Simone,F,431,2010
Christine,F,430,2010
Ellen,F,429,2010
Vera,F,429,2010
Mollie,F,428,2010
Alisson,F,427,2010
Amelie,F,426,2010
Noemi,F,424,2010
Kallie,F,423,2010
Taraji,F,423,2010
Clare,F,421,2010
Heather,F,421,2010
Keyla,F,420,2010
Jessie,F,419,2010
Aisha,F,417,2010
Catalina,F,417,2010
Ally,F,416,2010
Shannon,F,416,2010
Jordynn,F,414,2010
Taliyah,F,414,2010
Zion,F,413,2010
Luciana,F,411,2010
Miah,F,411,2010
Teresa,F,410,2010
Adrienne,F,409,2010
Irene,F,409,2010
Rachael,F,408,2010
Martha,F,407,2010
Yesenia,F,407,2010
Barbara,F,406,2010
Janae,F,406,2010
Jolie,F,406,2010
Leanna,F,406,2010
Paloma,F,406,2010
Jaiden,F,405,2010
Jaqueline,F,404,2010
Amina,F,403,2010
Evie,F,403,2010
Macey,F,403,2010
Destinee,F,401,2010
Abril,F,398,2010
Lisa,F,396,2010
Deanna,F,395,2010
Kenya,F,394,2010
Alani,F,393,2010
Jocelynn,F,393,2010
Rosemary,F,393,2010
Kaitlynn,F,392,2010
Sonia,F,392,2010
Zara,F,392,2010
Krystal,F,391,2010
Paulina,F,390,2010
Regan,F,390,2010
Evelynn,F,387,2010
Ali,F,386,2010
Elin,F,386,2010
Ariella,F,385,2010
Alia,F,384,2010
Chaya,F,384,2010
Alena,F,383,2010
Jazmyn,F,383,2010
Raelyn,F,382,2010
Corinne,F,381,2010
Emilie,F,380,2010
Jayde,F,380,2010
Carolyn,F,378,2010
Karissa,F,378,2010
Jakayla,F,377,2010
Laylah,F,377,2010
Cecelia,F,376,2010
Cheyanne,F,376,2010
Mariyah,F,376,2010
Celia,F,375,2010
Emmalyn,F,375,2010
Zaniyah,F,375,2010
Luz,F,374,2010
Kaiya,F,372,2010
Iliana,F,371,2010
Lorelai,F,371,2010
Leyla,F,370,2010
Cherish,F,368,2010
Giada,F,368,2010
Giovanna,F,368,2010
Carla,F,366,2010
Larissa,F,365,2010
Jaden,F,361,2010
Adyson,F,360,2010
Campbell,F,360,2010
Carlee,F,360,2010
Carley,F,360,2010
Gisselle,F,359,2010
Lylah,F,359,2010
Felicity,F,358,2010
Julianne,F,358,2010
Aryana,F,357,2010
Natalya,F,357,2010
Frances,F,356,2010
Ivanna,F,356,2010
Reyna,F,356,2010
Tamia,F,356,2010
Kaya,F,355,2010
Kaylyn,F,355,2010
Moriah,F,355,2010
Bria,F,354,2010
Deborah,F,354,2010
Harlow,F,354,2010
Ingrid,F,354,2010
Tara,F,354,2010
Yoselin,F,353,2010
Alisha,F,352,2010
Carlie,F,352,2010
Susan,F,352,2010
Ayana,F,351,2010
Haylie,F,351,2010
Cristina,F,350,2010
Jenny,F,350,2010
Maryam,F,349,2010
Sawyer,F,349,2010
Rylan,F,348,2010
Jaidyn,F,347,2010
Sanaa,F,347,2010
Emmalee,F,346,2010
Libby,F,346,2010
Yaritza,F,346,2010
Allisson,F,344,2010
Kasey,F,344,2010
Matilda,F,343,2010
Tianna,F,343,2010
Elaine,F,342,2010
Kaylen,F,342,2010
Sharon,F,341,2010
Aliana,F,340,2010
Maritza,F,340,2010
Patience,F,340,2010
Nathaly,F,339,2010
Analia,F,338,2010
Emelia,F,338,2010
Heidy,F,338,2010
Karlie,F,338,2010
Chana,F,337,2010
Tess,F,337,2010
Yazmin,F,336,2010
Chanel,F,332,2010
Karsyn,F,332,2010
Paula,F,332,2010
Armani,F,330,2010
Marisa,F,329,2010
Abbie,F,328,2010
Amirah,F,327,2010
Araceli,F,327,2010
Alyvia,F,326,2010
Azul,F,326,2010
Edith,F,326,2010
Ember,F,326,2010
Aliza,F,325,2010
Zaria,F,325,2010
Carissa,F,324,2010
Livia,F,324,2010
Charley,F,323,2010
Hadassah,F,323,2010
Ireland,F,323,2010
Isabell,F,323,2010
Leia,F,323,2010
Cailyn,F,322,2010
Beatrice,F,321,2010
Hayleigh,F,321,2010
Akira,F,320,2010
Avah,F,320,2010
Eileen,F,320,2010
Kiersten,F,319,2010
Micah,F,319,2010
Kenna,F,318,2010
Malaya,F,318,2010
Gracelynn,F,317,2010
Kirsten,F,317,2010
Alma,F,316,2010
Hana,F,316,2010
Demi,F,315,2010
Jemma,F,315,2010
Kelsie,F,315,2010
Mira,F,315,2010
Alayah,F,314,2010
Charity,F,314,2010
Lillianna,F,314,2010
Lina,F,314,2010
Angeline,F,313,2010
Ayleen,F,313,2010
Nola,F,313,2010
Ashlee,F,312,2010
Katrina,F,311,2010
Millie,F,310,2010
Raina,F,309,2010
Renee,F,309,2010
Belinda,F,308,2010
Jacquelyn,F,308,2010
Jaylyn,F,308,2010
Mara,F,308,2010
Bree,F,307,2010
Lilyanna,F,307,2010
Mayra,F,307,2010
Zariyah,F,306,2010
Belen,F,305,2010
Lilia,F,304,2010
Joyce,F,303,2010
Meadow,F,303,2010
Rubi,F,303,2010
Shyla,F,303,2010
Judith,F,302,2010
Ryann,F,302,2010
Kyndall,F,301,2010
Lara,F,301,2010
Elianna,F,300,2010
Neveah,F,300,2010
Salma,F,300,2010
Tania,F,300,2010
Abbey,F,299,2010
Kendal,F,299,2010
Kynlee,F,299,2010
Rayne,F,298,2010
Braelynn,F,297,2010
Janet,F,297,2010
Saige,F,297,2010
Briella,F,296,2010
Karma,F,295,2010
Laniyah,F,295,2010
Rayna,F,295,2010
Sarahi,F,295,2010
Makena,F,294,2010
Princess,F,294,2010
Stacy,F,294,2010
Lizeth,F,292,2010
Marlene,F,291,2010
Azaria,F,290,2010
Riya,F,289,2010
Britney,F,288,2010
Dominique,F,288,2010
Jaylen,F,288,2010
Karly,F,288,2010
Adele,F,287,2010
Kaelynn,F,287,2010
Abigale,F,286,2010
Adelina,F,286,2010
Ann,F,284,2010
Janiah,F,284,2010
Charli,F,283,2010
Emersyn,F,283,2010
Kayleen,F,283,2010
Marianna,F,283,2010
Caydence,F,282,2010
Abagail,F,281,2010
Dixie,F,281,2010
Diya,F,280,2010
Esme,F,280,2010
Theresa,F,280,2010
Carleigh,F,279,2010
Jewel,F,279,2010
Maliah,F,279,2010
Roselyn,F,279,2010
Alisa,F,278,2010
Payten,F,278,2010
Shyanne,F,278,2010
Karli,F,277,2010
Nathalia,F,277,2010
Yamilet,F,277,2010
Averi,F,276,2010
Aiyanna,F,275,2010
Journee,F,275,2010
Mattie,F,275,2010
Mylee,F,275,2010
Tegan,F,275,2010
Damaris,F,274,2010
Arya,F,273,2010
Yamileth,F,273,2010
Audriana,F,272,2010
Emmy,F,272,2010
Kylah,F,272,2010
Thalia,F,272,2010
Carina,F,271,2010
Esperanza,F,271,2010
Anabel,F,269,2010
Jamya,F,269,2010
Willa,F,269,2010
Kai,F,268,2010
Kierra,F,268,2010
Kinsey,F,268,2010
Shania,F,268,2010
Sydnee,F,268,2010
Micaela,F,267,2010
Pearl,F,267,2010
Ivana,F,266,2010
Kairi,F,266,2010
Precious,F,266,2010
Mina,F,265,2010
Shaylee,F,265,2010
Azariah,F,264,2010
Kloe,F,264,2010
Myra,F,264,2010
Addilyn,F,263,2010
Jolene,F,263,2010
Kimber,F,263,2010
Lorena,F,263,2010
Alannah,F,262,2010
River,F,262,2010
Alexus,F,261,2010
Dalia,F,261,2010
Jaslene,F,261,2010
India,F,260,2010
Mae,F,259,2010
Milagros,F,259,2010
Reina,F,259,2010
Stephany,F,259,2010
Zuri,F,259,2010
Pamela,F,258,2010
Xiomara,F,258,2010
Ariah,F,256,2010
Donna,F,256,2010
Evelin,F,256,2010
Leona,F,255,2010
Tia,F,255,2010
Amiah,F,254,2010
Aracely,F,254,2010
Bryleigh,F,254,2010
Devyn,F,254,2010
Lilith,F,254,2010
Charleigh,F,253,2010
Alaysia,F,252,2010
Aleigha,F,252,2010
Savanah,F,252,2010
Dania,F,251,2010
Karley,F,251,2010
Leilah,F,251,2010
Estella,F,250,2010
Sky,F,250,2010
Violeta,F,250,2010
Braylee,F,249,2010
Jacey,F,249,2010
Sariyah,F,249,2010
Sloan,F,249,2010
Yadira,F,249,2010
Yuliana,F,249,2010
Amaris,F,248,2010
Charlize,F,248,2010
Desirae,F,248,2010
Rivka,F,248,2010
Frida,F,247,2010
Tanya,F,247,2010
Essence,F,246,2010
Kaila,F,246,2010
Kianna,F,246,2010
Abrielle,F,245,2010
Rory,F,245,2010
Samiyah,F,245,2010
Annette,F,244,2010
Delia,F,244,2010
Izabelle,F,243,2010
Sanai,F,243,2010
Valery,F,243,2010
Alaya,F,242,2010
Lillyana,F,242,2010
Renata,F,242,2010
Blake,F,241,2010
Cambria,F,241,2010
Dorothy,F,241,2010
Evalyn,F,241,2010
Jana,F,241,2010
Jessa,F,241,2010
Nahla,F,241,2010
Shaila,F,241,2010
Brittney,F,240,2010
Chasity,F,240,2010
Dalilah,F,240,2010
Kaylah,F,239,2010
Kensley,F,239,2010
Cierra,F,237,2010
Coraline,F,237,2010
Giavanna,F,237,2010
Kaley,F,237,2010
Miya,F,237,2010
Janice,F,236,2010
Roxanne,F,236,2010
Samira,F,236,2010
Aliah,F,235,2010
Annabell,F,235,2010
Ashtyn,F,235,2010
Aya,F,235,2010
Calista,F,235,2010
Taya,F,235,2010
Iyanna,F,234,2010
Julieta,F,234,2010
Karis,F,234,2010
Leigha,F,234,2010
Saanvi,F,234,2010
Iyana,F,233,2010
Jaslyn,F,233,2010
Makaila,F,233,2010
Monserrat,F,233,2010
Ashanti,F,232,2010
Bentley,F,232,2010
Gracyn,F,232,2010
Laurel,F,232,2010
Mariela,F,232,2010
Areli,F,231,2010
Blakely,F,231,2010
Celine,F,231,2010
Jersey,F,231,2010
Leticia,F,231,2010
Maryjane,F,231,2010
Tamara,F,231,2010
Amalia,F,230,2010
Annalee,F,230,2010
Brissa,F,230,2010
Emory,F,230,2010
Kailynn,F,230,2010
Kayley,F,230,2010
Noor,F,230,2010
Raylee,F,230,2010
Unique,F,230,2010
Bryn,F,229,2010
Kendyl,F,229,2010
Magdalena,F,229,2010
Sofie,F,229,2010
Taniya,F,229,2010
Kristin,F,228,2010
Jamiyah,F,227,2010
Kamari,F,227,2010
Kya,F,227,2010
Kyndal,F,227,2010
Melinda,F,227,2010
Suri,F,227,2010
Karleigh,F,226,2010
Ashly,F,225,2010
Brookelynn,F,225,2010
Gretchen,F,225,2010
Vienna,F,225,2010
Blair,F,224,2010
Johana,F,224,2010
Hailie,F,223,2010
Zaniya,F,223,2010
Joelle,F,222,2010
Krista,F,222,2010
Malaysia,F,222,2010
Noa,F,222,2010
Yasmine,F,222,2010
Zahra,F,222,2010
Ashleigh,F,221,2010
Christiana,F,221,2010
Dallas,F,221,2010
Kamiyah,F,221,2010
Zainab,F,221,2010
Cayla,F,220,2010
Winter,F,220,2010
Elissa,F,219,2010
Lesley,F,219,2010
Susana,F,219,2010
Bayleigh,F,218,2010
Lyra,F,218,2010
Abbygail,F,217,2010
Audrianna,F,217,2010
Nova,F,217,2010
Nyah,F,217,2010
Promise,F,217,2010
Selina,F,217,2010
Emmalynn,F,216,2010
Keeley,F,216,2010
Abigayle,F,215,2010
Dayanara,F,215,2010
Lucero,F,215,2010
Taniyah,F,215,2010
